,Address
694,"{'latitude': 40.727258, 'formatted_address': '1 Cooper Sq, New York, NY 10003, USA', 'longitude': -73.991023}"
695,"{'latitude': 40.7319143, 'formatted_address': '82 Washington Pl, New York, NY 10011, USA', 'longitude': -74.0001727}"
696,"{'latitude': 40.725988, 'formatted_address': '112 Sullivan St, New York, NY 10012, USA', 'longitude': -74.003083}"
697,"{'latitude': 40.728819, 'formatted_address': '176 W Houston St, New York, NY 10014, USA', 'longitude': -74.002985}"
698,"{'latitude': 40.7288126, 'formatted_address': '178 W Houston St, New York, NY 10014, USA', 'longitude': -74.0031004}"
699,"{'latitude': 40.7272021, 'formatted_address': '146 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0020904}"
700,"{'latitude': 40.728819, 'formatted_address': '176 W Houston St, New York, NY 10014, USA', 'longitude': -74.002985}"
701,"{'latitude': 40.7288126, 'formatted_address': '178 W Houston St, New York, NY 10014, USA', 'longitude': -74.0031004}"
702,"{'latitude': 40.7272021, 'formatted_address': '146 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0020904}"
703,"{'latitude': 40.7295733, 'formatted_address': '76 Carmine St, New York, NY 10014, USA', 'longitude': -74.004666}"
704,"{'latitude': 40.725772, 'formatted_address': '114 Thompson St, New York, NY 10012, USA', 'longitude': -74.00159099999999}"
705,"{'latitude': 40.7326636, 'formatted_address': '19 Grove St, New York, NY 10014, USA', 'longitude': -74.0053207}"
706,"{'latitude': 40.7271016, 'formatted_address': '40 Macdougal St, New York, NY 10012, USA', 'longitude': -74.00267570000001}"
707,"{'latitude': 40.73215039999999, 'formatted_address': '52 Barrow St, New York, NY 10014, USA', 'longitude': -74.00478749999999}"
708,"{'latitude': 40.7295421, 'formatted_address': '31 Downing St, New York, NY 10014, USA', 'longitude': -74.003548}"
709,"{'latitude': 40.72975599999999, 'formatted_address': '5 Minetta St, New York, NY 10012, USA', 'longitude': -74.0014477}"
710,"{'latitude': 40.7302419, 'formatted_address': '39 Carmine St, New York, NY 10014, USA', 'longitude': -74.003562}"
711,"{'latitude': 40.736685, 'formatted_address': '772 Greenwich St, New York, NY 10014, USA', 'longitude': -74.00680899999999}"
712,"{'latitude': 40.7255117, 'formatted_address': '304 Mulberry St, New York, NY 10012, USA', 'longitude': -73.9944579}"
713,"{'latitude': 40.7311294, 'formatted_address': '232 E 12th St, New York, NY 10003, USA', 'longitude': -73.9866989}"
714,"{'latitude': 40.736131, 'formatted_address': '110 Bank St, New York, NY 10014, USA', 'longitude': -74.0073}"
715,"{'latitude': 40.7388844, 'formatted_address': '99 Horatio St, New York, NY 10014, USA', 'longitude': -74.0083927}"
716,"{'latitude': 40.7364117, 'formatted_address': '123 Bank St, New York, NY 10014, USA', 'longitude': -74.00774849999999}"
717,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
718,"{'latitude': 40.7395837, 'formatted_address': '105 W 17th St, New York, NY 10011, USA', 'longitude': -73.9958796}"
719,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
720,"{'latitude': 40.7633005, 'formatted_address': '699 10th Ave, New York, NY 10036, USA', 'longitude': -73.99308060000001}"
721,"{'latitude': 40.7633005, 'formatted_address': '699 10th Ave, New York, NY 10036, USA', 'longitude': -73.99308060000001}"
722,"{'latitude': 40.7280513, 'formatted_address': '195 Avenue B, New York, NY 10009, USA', 'longitude': -73.9785053}"
723,"{'latitude': 40.7298592, 'formatted_address': '65 Carmine St, New York, NY 10014, USA', 'longitude': -74.0046957}"
724,"{'latitude': 40.7267358, 'formatted_address': '132 Sullivan St, New York, NY 10012, USA', 'longitude': -74.00228349999999}"
725,"{'latitude': 40.72969519999999, 'formatted_address': '203 Bleecker St, New York, NY 10012, USA', 'longitude': -74.0015837}"
726,"{'latitude': 40.726957, 'formatted_address': '612 E 11th St, New York, NY 10009, USA', 'longitude': -73.978859}"
727,"{'latitude': 40.7395837, 'formatted_address': '105 W 17th St, New York, NY 10011, USA', 'longitude': -73.9958796}"
728,"{'latitude': 40.7230771, 'formatted_address': '40 Prince St, New York, NY 10012, USA', 'longitude': -73.9954478}"
729,"{'latitude': 40.737849, 'formatted_address': '103 W 14th St, New York, NY 10011, USA', 'longitude': -73.9971896}"
730,"{'latitude': 40.7404855, 'formatted_address': '119 7th Ave, New York, NY 10010, USA', 'longitude': -73.9979323}"
731,"{'latitude': 40.7230771, 'formatted_address': '40 Prince St, New York, NY 10012, USA', 'longitude': -73.9954478}"
732,"{'latitude': 40.7341566, 'formatted_address': '113 University Place, 107 University Pl, New York, NY 10003, USA', 'longitude': -73.9922856}"
733,"{'latitude': 40.7392485, 'formatted_address': '155 E 23rd St, New York, NY 10010, USA', 'longitude': -73.9836043}"
734,"{'latitude': 40.7330602, 'formatted_address': '317 Bleecker St, New York, NY 10014, USA', 'longitude': -74.00391669999999}"
735,"{'latitude': 40.724561, 'formatted_address': '43 1st Avenue, New York, NY 10003, USA', 'longitude': -73.98803389999999}"
736,"{'latitude': 40.7327657, 'formatted_address': '25 E 10th St, New York, NY 10003, USA', 'longitude': -73.9934301}"
737,"{'latitude': 40.731822, 'formatted_address': '22 Jones St, New York, NY 10014, USA', 'longitude': -74.0026069}"
738,"{'latitude': 40.7222599, 'formatted_address': '27 Avenue B, New York, NY 10009, USA', 'longitude': -73.9829462}"
739,"{'latitude': 40.7287286, 'formatted_address': '159 Bleecker St, New York, NY 10012, USA', 'longitude': -73.9998523}"
740,"{'latitude': 40.7316795, 'formatted_address': '80 4th Ave, New York, NY 10003, USA', 'longitude': -73.99067670000001}"
741,"{'latitude': 40.7173036, 'formatted_address': '74 Leonard St, New York, NY 10013, USA', 'longitude': -74.0053631}"
742,"{'latitude': 40.724561, 'formatted_address': '43 1st Avenue, New York, NY 10003, USA', 'longitude': -73.98803389999999}"
743,"{'latitude': 40.7254187, 'formatted_address': '59 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9889027}"
744,"{'latitude': 40.7230771, 'formatted_address': '40 Prince St, New York, NY 10012, USA', 'longitude': -73.9954478}"
745,"{'latitude': 40.7250619, 'formatted_address': '81 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9882255}"
746,"{'latitude': 40.7369116, 'formatted_address': '58 W 14th St, New York, NY 10011, USA', 'longitude': -73.99643209999999}"
747,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
748,"{'latitude': 40.7268018, 'formatted_address': '30 Charlton St, New York, NY 10014, USA', 'longitude': -74.0043743}"
749,"{'latitude': 40.722565, 'formatted_address': '260 West St, New York, NY 10001, USA', 'longitude': -74.0113131}"
750,"{'latitude': 40.7347155, 'formatted_address': '120 University Pl, New York, NY 10003, USA', 'longitude': -73.9923483}"
751,"{'latitude': 40.73225670000001, 'formatted_address': '223 2nd Ave, New York, NY 10003, USA', 'longitude': -73.9855281}"
752,"{'latitude': 40.7254187, 'formatted_address': '59 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9889027}"
753,"{'latitude': 40.72668940000001, 'formatted_address': '111 E 7th St, New York, NY 10009, USA', 'longitude': -73.98445869999999}"
754,"{'latitude': 40.7288201, 'formatted_address': '416 Lafayette St, New York, NY 10003, USA', 'longitude': -73.992874}"
755,"{'latitude': 40.72668940000001, 'formatted_address': '111 E 7th St, New York, NY 10009, USA', 'longitude': -73.98445869999999}"
756,"{'latitude': 40.7254187, 'formatted_address': '59 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9889027}"
757,"{'latitude': 40.7308738, 'formatted_address': '1 University Pl, New York, NY 10003, USA', 'longitude': -73.9952212}"
758,"{'latitude': 40.7453505, 'formatted_address': '166 E 34th St, New York, NY 10016, USA', 'longitude': -73.9787369}"
759,"{'latitude': 40.7512918, 'formatted_address': '825 2nd Ave, New York, NY 10017, USA', 'longitude': -73.9714006}"
760,"{'latitude': 40.7319092, 'formatted_address': '236 E 13th St, New York, NY 10003, USA', 'longitude': -73.9862697}"
761,"{'latitude': 40.739882, 'formatted_address': '304 W 14th St, New York, NY 10014, USA', 'longitude': -74.0033717}"
762,"{'latitude': 40.7318739, 'formatted_address': '53 Barrow St, New York, NY 10014, USA', 'longitude': -74.00450579999999}"
763,"{'latitude': 40.731822, 'formatted_address': '22 Jones St, New York, NY 10014, USA', 'longitude': -74.0026069}"
764,"{'latitude': 40.7330587, 'formatted_address': '110 E 13th St, New York, NY 10003, USA', 'longitude': -73.9893661}"
765,"{'latitude': 40.7341566, 'formatted_address': '113 University Place, 107 University Pl, New York, NY 10003, USA', 'longitude': -73.9922856}"
766,"{'latitude': 40.733053, 'formatted_address': '63 E 11th St, New York, NY 10003, USA', 'longitude': -73.992092}"
767,"{'latitude': 40.7300831, 'formatted_address': '45 Carmine St, New York, NY 10014, USA', 'longitude': -74.0038234}"
768,"{'latitude': 40.7333968, 'formatted_address': '40 E 12th St, New York, NY 10003, USA', 'longitude': -73.99203}"
769,"{'latitude': 40.7292799, 'formatted_address': '210 Sullivan St, New York, NY 10012, USA', 'longitude': -74.0002959}"
770,"{'latitude': 40.7278309, 'formatted_address': '178 Thompson St, New York, NY 10012, USA', 'longitude': -73.9999212}"
771,"{'latitude': 40.72772880000001, 'formatted_address': '174 Thompson St, New York, NY 10012, USA', 'longitude': -74.0000522}"
772,"{'latitude': 40.7357173, 'formatted_address': '337 W 11th St, New York, NY 10014, USA', 'longitude': -74.00804730000002}"
773,"{'latitude': 40.7384067, 'formatted_address': '134 E 22nd St, New York, NY 10010, USA', 'longitude': -73.9847935}"
774,"{'latitude': 40.733705, 'formatted_address': '24 Christopher St, New York, NY 10014, USA', 'longitude': -74.000881}"
775,"{'latitude': 40.7268018, 'formatted_address': '30 Charlton St, New York, NY 10014, USA', 'longitude': -74.0043743}"
776,"{'latitude': 40.733161, 'formatted_address': '129 Washington Pl, New York, NY 10014, USA', 'longitude': -74.00178}"
777,"{'latitude': 40.7357173, 'formatted_address': '337 W 11th St, New York, NY 10014, USA', 'longitude': -74.00804730000002}"
778,"{'latitude': 40.7449693, 'formatted_address': '220 W 24th St, New York, NY 10011, USA', 'longitude': -73.9961833}"
779,"{'latitude': 40.7304445, 'formatted_address': '118 W 3rd St, New York, NY 10012, USA', 'longitude': -74.0003803}"
780,"{'latitude': 40.7315063, 'formatted_address': '143 West 4th Street, New York, NY 10011, USA', 'longitude': -74.00025029999999}"
781,"{'latitude': 40.7288126, 'formatted_address': '178 W Houston St, New York, NY 10014, USA', 'longitude': -74.0031004}"
782,"{'latitude': 40.74940549999999, 'formatted_address': '65 Park Ave, New York, NY 10016, USA', 'longitude': -73.9792496}"
783,"{'latitude': 40.7254187, 'formatted_address': '59 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9889027}"
784,"{'latitude': 40.73715199999999, 'formatted_address': '9 E 16th St, New York, NY 10003, USA', 'longitude': -73.9916872}"
785,"{'latitude': 40.73776549999999, 'formatted_address': '259 W 12th St, New York, NY 10014, USA', 'longitude': -74.0030517}"
786,"{'latitude': 40.7396477, 'formatted_address': '319 W 13th St, New York, NY 10014, USA', 'longitude': -74.0039096}"
787,"{'latitude': 40.7311294, 'formatted_address': '232 E 12th St, New York, NY 10003, USA', 'longitude': -73.9866989}"
788,"{'latitude': 40.7442818, 'formatted_address': '80 Madison Ave, New York, NY 10016, USA', 'longitude': -73.98589849999999}"
789,"{'latitude': 40.7096248, 'formatted_address': '9 Maiden Ln, New York, NY 10038, USA', 'longitude': -74.0093371}"
790,"{'latitude': 40.73225670000001, 'formatted_address': '223 2nd Ave, New York, NY 10003, USA', 'longitude': -73.9855281}"
791,"{'latitude': 40.7240531, 'formatted_address': '58 Avenue A, New York, NY 10009, USA', 'longitude': -73.9847734}"
792,"{'latitude': 40.722565, 'formatted_address': '260 West St, New York, NY 10001, USA', 'longitude': -74.0113131}"
793,"{'latitude': 40.7400559, 'formatted_address': '12 E 22nd St, New York, NY 10010, USA', 'longitude': -73.9887467}"
794,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
795,"{'latitude': 40.73938100000001, 'formatted_address': '91 7th Ave, New York, NY 10011, USA', 'longitude': -73.99843299999999}"
796,"{'latitude': 40.738166, 'formatted_address': '552 6th Ave, New York, NY 10011, USA', 'longitude': -73.995819}"
797,"{'latitude': 40.7341766, 'formatted_address': '1 Christopher St, New York, NY 10014, USA', 'longitude': -74.00000399999999}"
798,"{'latitude': 40.7357356, 'formatted_address': '222 E 19th St, New York, NY 10003, USA', 'longitude': -73.9838813}"
799,"{'latitude': 40.7341766, 'formatted_address': '1 Christopher St, New York, NY 10014, USA', 'longitude': -74.00000399999999}"
800,"{'latitude': 40.7391477, 'formatted_address': '72 7th Ave, New York, NY 10011, USA', 'longitude': -73.9995455}"
801,"{'latitude': 40.738166, 'formatted_address': '552 6th Ave, New York, NY 10011, USA', 'longitude': -73.995819}"
802,"{'latitude': 40.7308738, 'formatted_address': '1 University Pl, New York, NY 10003, USA', 'longitude': -73.9952212}"
803,"{'latitude': 40.76317359999999, 'formatted_address': '1361 6th Ave, New York, NY 10019, USA', 'longitude': -73.9782236}"
804,"{'latitude': 40.7668836, 'formatted_address': '210 E 68th St, New York, NY 10065, USA', 'longitude': -73.9620886}"
805,"{'latitude': 40.7301024, 'formatted_address': '126 Macdougal St, New York, NY 10012, USA', 'longitude': -74.0003211}"
806,"{'latitude': 40.72740230000001, 'formatted_address': '101 2nd Ave, New York, NY 10003, USA', 'longitude': -73.98884079999999}"
807,"{'latitude': 40.7295551, 'formatted_address': '199 Bleecker St, New York, NY 10012, USA', 'longitude': -74.00148039999999}"
808,"{'latitude': 40.7046069, 'formatted_address': '10 Hanover Square, 10 Hanover Square, New York, NY 10005, USA', 'longitude': -74.0088274}"
809,"{'latitude': 40.7178487, 'formatted_address': '400 Chambers St, New York, NY 10282, USA', 'longitude': -74.0151854}"
810,"{'latitude': 40.7564068, 'formatted_address': '984 1st Avenue, New York, NY 10022, USA', 'longitude': -73.9640682}"
811,"{'latitude': 40.7449693, 'formatted_address': '220 W 24th St, New York, NY 10011, USA', 'longitude': -73.9961833}"
812,"{'latitude': 40.7449053, 'formatted_address': '121 E 31st St, New York, NY 10016, USA', 'longitude': -73.9815854}"
813,"{'latitude': 40.7385859, 'formatted_address': '110 Horatio St, New York, NY 10014, USA', 'longitude': -74.0093323}"
814,"{'latitude': 40.7402324, 'formatted_address': '249 W 15th St, New York, NY 10011, USA', 'longitude': -74.0010302}"
815,"{'latitude': 40.7299392, 'formatted_address': '60 Leroy St, New York, NY 10014, USA', 'longitude': -74.005074}"
816,"{'latitude': 40.713754, 'formatted_address': '38 Murray Street, New York, NY 10007, USA', 'longitude': -74.009553}"
817,"{'latitude': 40.70744029999999, 'formatted_address': '127 John St, New York, NY 10038, USA', 'longitude': -74.0048334}"
818,"{'latitude': 40.7333968, 'formatted_address': '40 E 12th St, New York, NY 10003, USA', 'longitude': -73.99203}"
819,"{'latitude': 40.7330587, 'formatted_address': '110 E 13th St, New York, NY 10003, USA', 'longitude': -73.9893661}"
820,"{'latitude': 40.7349243, 'formatted_address': '179 Third Ave, New York, NY 10003, USA', 'longitude': -73.985584}"
821,"{'latitude': 40.735036, 'formatted_address': '166 Third Ave, New York, NY 10003, USA', 'longitude': -73.986334}"
822,"{'latitude': 40.7461121, 'formatted_address': '200 W 26th St, New York, NY 10001, USA', 'longitude': -73.9948034}"
823,"{'latitude': 40.7336536, 'formatted_address': '135 Third Ave, New York, NY 10003, USA', 'longitude': -73.986678}"
824,"{'latitude': 40.7419867, 'formatted_address': '238 W 19th St, New York, NY 10011, USA', 'longitude': -73.9987572}"
825,"{'latitude': 40.7373073, 'formatted_address': '320 E 23rd St, New York, NY 10010, USA', 'longitude': -73.97993869999999}"
826,"{'latitude': 40.730888, 'formatted_address': '334 E 13th St, New York, NY 10003, USA', 'longitude': -73.9842479}"
827,"{'latitude': 40.7296685, 'formatted_address': '520 E 14th St, New York, NY 10009, USA', 'longitude': -73.97939869999999}"
828,"{'latitude': 40.7316199, 'formatted_address': '328 E 14th St, New York, NY 10003, USA', 'longitude': -73.9838982}"
829,"{'latitude': 40.733161, 'formatted_address': '129 Washington Pl, New York, NY 10014, USA', 'longitude': -74.00178}"
830,"{'latitude': 40.7357038, 'formatted_address': '53 Perry St, New York, NY 10014, USA', 'longitude': -74.00356169999999}"
831,"{'latitude': 40.7327657, 'formatted_address': '25 E 10th St, New York, NY 10003, USA', 'longitude': -73.9934301}"
832,"{'latitude': 40.7330602, 'formatted_address': '317 Bleecker St, New York, NY 10014, USA', 'longitude': -74.00391669999999}"
833,"{'latitude': 40.7341566, 'formatted_address': '113 University Place, 107 University Pl, New York, NY 10003, USA', 'longitude': -73.9922856}"
834,"{'latitude': 40.735126, 'formatted_address': '30 Greenwich Ave, New York, NY 10011, USA', 'longitude': -74.00007599999999}"
835,"{'latitude': 40.73715199999999, 'formatted_address': '9 E 16th St, New York, NY 10003, USA', 'longitude': -73.9916872}"
836,"{'latitude': 40.740531, 'formatted_address': '351 Third Ave, New York, NY 10010, USA', 'longitude': -73.98174569999999}"
837,"{'latitude': 40.738372, 'formatted_address': '48 7th Ave, New York, NY 10011, USA', 'longitude': -74.00022799999999}"
838,"{'latitude': 40.72100349999999, 'formatted_address': '400 Cleveland Pl, New York, NY 10012, USA', 'longitude': -73.9970548}"
839,"{'latitude': 40.73652260000001, 'formatted_address': '233 Third Ave, New York, NY 10003, USA', 'longitude': -73.98456329999999}"
840,"{'latitude': 40.7486969, 'formatted_address': '40 Park Ave, New York, NY 10016, USA', 'longitude': -73.9806893}"
841,"{'latitude': 40.7423863, 'formatted_address': '402 Third Ave, New York, NY 10016, USA', 'longitude': -73.9808262}"
842,"{'latitude': 40.7328869, 'formatted_address': '20 5th Ave, New York, NY 10011, USA', 'longitude': -73.9964621}"
843,"{'latitude': 40.7419863, 'formatted_address': '90 Lexington Ave, New York, NY 10016, USA', 'longitude': -73.9833282}"
844,"{'latitude': 40.7391477, 'formatted_address': '72 7th Ave, New York, NY 10011, USA', 'longitude': -73.9995455}"
845,"{'latitude': 40.7489783, 'formatted_address': '150 E 39th St, New York, NY 10016, USA', 'longitude': -73.97653319999999}"
846,"{'latitude': 40.7368639, 'formatted_address': '371 2nd Ave, New York, NY 10010, USA', 'longitude': -73.9819337}"
847,"{'latitude': 40.7366225, 'formatted_address': '362 2nd Ave, New York, NY 10010, USA', 'longitude': -73.9815203}"
848,"{'latitude': 40.72100349999999, 'formatted_address': '400 Cleveland Pl, New York, NY 10012, USA', 'longitude': -73.9970548}"
849,"{'latitude': 40.7509371, 'formatted_address': '307 E 44th St, New York, NY 10017, USA', 'longitude': -73.9702846}"
850,"{'latitude': 40.74940549999999, 'formatted_address': '65 Park Ave, New York, NY 10016, USA', 'longitude': -73.9792496}"
851,"{'latitude': 40.73571, 'formatted_address': '82 W 12th St, New York, NY 10011, USA', 'longitude': -73.99748799999999}"
852,"{'latitude': 40.73715199999999, 'formatted_address': '9 E 16th St, New York, NY 10003, USA', 'longitude': -73.9916872}"
853,"{'latitude': 40.7369116, 'formatted_address': '58 W 14th St, New York, NY 10011, USA', 'longitude': -73.99643209999999}"
854,"{'latitude': 40.7330587, 'formatted_address': '110 E 13th St, New York, NY 10003, USA', 'longitude': -73.9893661}"
855,"{'latitude': 40.726728, 'formatted_address': '355 E 10th St, New York, NY 10009, USA', 'longitude': -73.97902599999999}"
856,"{'latitude': 40.7365972, 'formatted_address': '127 Park Ave S, New York, NY 10003, USA', 'longitude': -73.98867349999999}"
857,"{'latitude': 40.7333968, 'formatted_address': '40 E 12th St, New York, NY 10003, USA', 'longitude': -73.99203}"
858,"{'latitude': 40.7356294, 'formatted_address': '472 6th Ave, New York, NY 10011, USA', 'longitude': -73.9978381}"
859,"{'latitude': 40.7368197, 'formatted_address': '31 Union Square W, New York, NY 10003, USA', 'longitude': -73.9911133}"
860,"{'latitude': 40.7328869, 'formatted_address': '20 5th Ave, New York, NY 10011, USA', 'longitude': -73.9964621}"
861,"{'latitude': 40.73715199999999, 'formatted_address': '9 E 16th St, New York, NY 10003, USA', 'longitude': -73.9916872}"
862,"{'latitude': 40.7254187, 'formatted_address': '59 E 3rd St, New York, NY 10003, USA', 'longitude': -73.9889027}"
863,"{'latitude': 40.735148, 'formatted_address': '55 W 11th St, New York, NY 10011, USA', 'longitude': -73.99718419999999}"
864,"{'latitude': 40.73938100000001, 'formatted_address': '91 7th Ave, New York, NY 10011, USA', 'longitude': -73.99843299999999}"
865,"{'latitude': 40.7447898, 'formatted_address': '225 W 23rd St, New York, NY 10011, USA', 'longitude': -73.9965505}"
866,"{'latitude': 40.7333968, 'formatted_address': '40 E 12th St, New York, NY 10003, USA', 'longitude': -73.99203}"
867,"{'latitude': 40.7330587, 'formatted_address': '110 E 13th St, New York, NY 10003, USA', 'longitude': -73.9893661}"
868,"{'latitude': 40.731822, 'formatted_address': '22 Jones St, New York, NY 10014, USA', 'longitude': -74.0026069}"
869,"{'latitude': 40.7385403, 'formatted_address': '43 W 16th St, New York, NY 10011, USA', 'longitude': -73.9949859}"
870,"{'latitude': 40.7364064, 'formatted_address': '237 E 20th St, New York, NY 10003, USA', 'longitude': -73.98275629999999}"
871,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
872,"{'latitude': 40.73225670000001, 'formatted_address': '223 2nd Ave, New York, NY 10003, USA', 'longitude': -73.9855281}"
873,"{'latitude': 40.7311294, 'formatted_address': '232 E 12th St, New York, NY 10003, USA', 'longitude': -73.9866989}"
874,"{'latitude': 40.7464083, 'formatted_address': '525 Third Ave, New York, NY 10016, USA', 'longitude': -73.97728730000001}"
875,"{'latitude': 40.7240531, 'formatted_address': '58 Avenue A, New York, NY 10009, USA', 'longitude': -73.9847734}"
876,"{'latitude': 40.73715199999999, 'formatted_address': '9 E 16th St, New York, NY 10003, USA', 'longitude': -73.9916872}"
877,"{'latitude': 40.7378138, 'formatted_address': '239 Park Ave S, New York, NY 10003, USA', 'longitude': -73.9876464}"
878,"{'latitude': 40.7423863, 'formatted_address': '402 Third Ave, New York, NY 10016, USA', 'longitude': -73.9808262}"
879,"{'latitude': 40.73652260000001, 'formatted_address': '233 Third Ave, New York, NY 10003, USA', 'longitude': -73.98456329999999}"
880,"{'latitude': 40.7389953, 'formatted_address': '521 West St, New York, NY 10014, USA', 'longitude': -74.0094278}"
881,"{'latitude': 40.748921, 'formatted_address': '747 2nd Ave, New York, NY 10017, USA', 'longitude': -73.97334699999999}"
882,"{'latitude': 40.7608599, 'formatted_address': '555 W 42nd St, New York, NY 10036, USA', 'longitude': -73.9977459}"
883,"{'latitude': 40.7389953, 'formatted_address': '521 West St, New York, NY 10014, USA', 'longitude': -74.0094278}"
884,"{'latitude': 40.7512109, 'formatted_address': '980 6th Ave, New York, NY 10018, USA', 'longitude': -73.98638009999999}"
885,"{'latitude': 40.7168363, 'formatted_address': '343 Broadway, New York, NY 10013, USA', 'longitude': -74.0047499}"
886,"{'latitude': 40.7311294, 'formatted_address': '232 E 12th St, New York, NY 10003, USA', 'longitude': -73.9866989}"
887,"{'latitude': 40.73938100000001, 'formatted_address': '91 7th Ave, New York, NY 10011, USA', 'longitude': -73.99843299999999}"
888,"{'latitude': 40.738166, 'formatted_address': '552 6th Ave, New York, NY 10011, USA', 'longitude': -73.995819}"
889,"{'latitude': 40.7457225, 'formatted_address': '141 E 33rd St, New York, NY 10016, USA', 'longitude': -73.9798618}"
890,"{'latitude': 40.7357356, 'formatted_address': '222 E 19th St, New York, NY 10003, USA', 'longitude': -73.9838813}"
891,"{'latitude': 40.735148, 'formatted_address': '55 W 11th St, New York, NY 10011, USA', 'longitude': -73.99718419999999}"
892,"{'latitude': 40.73938100000001, 'formatted_address': '91 7th Ave, New York, NY 10011, USA', 'longitude': -73.99843299999999}"
893,"{'latitude': 40.7398044, 'formatted_address': '131 E 23rd St, New York, NY 10010, USA', 'longitude': -73.9847973}"
894,"{'latitude': 40.7317524, 'formatted_address': '464 Hudson St, New York, NY 10014, USA', 'longitude': -74.00631229999999}"
895,"{'latitude': 40.7482313, 'formatted_address': '20 Park Ave, New York, NY 10016, USA', 'longitude': -73.98096679999999}"
896,"{'latitude': 40.7325941, 'formatted_address': '14 5th Ave, New York, NY 10011, USA', 'longitude': -73.9964392}"
897,"{'latitude': 40.7343341, 'formatted_address': '60 W 10th St, New York, NY 10011, USA', 'longitude': -73.9981307}"
898,"{'latitude': 40.735148, 'formatted_address': '55 W 11th St, New York, NY 10011, USA', 'longitude': -73.99718419999999}"
899,"{'latitude': 40.733247, 'formatted_address': '24 W 9th St, New York, NY 10011, USA', 'longitude': -73.99745899999999}"
900,"{'latitude': 40.733705, 'formatted_address': '24 Christopher St, New York, NY 10014, USA', 'longitude': -74.000881}"
901,"{'latitude': 40.7340651, 'formatted_address': '42 W 10th St, New York, NY 10011, USA', 'longitude': -73.9975023}"
902,"{'latitude': 40.737232, 'formatted_address': '115 W 13th St, New York, NY 10011, USA', 'longitude': -73.998074}"
903,"{'latitude': 40.7323744, 'formatted_address': '27 Washington Square N, New York, NY 10011, USA', 'longitude': -73.99829830000002}"
904,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
905,"{'latitude': 40.7364064, 'formatted_address': '237 E 20th St, New York, NY 10003, USA', 'longitude': -73.98275629999999}"
906,"{'latitude': 40.7449053, 'formatted_address': '121 E 31st St, New York, NY 10016, USA', 'longitude': -73.9815854}"
907,"{'latitude': 40.7359057, 'formatted_address': '71 W 12th St, New York, NY 10011, USA', 'longitude': -73.99709779999999}"
908,"{'latitude': 40.733161, 'formatted_address': '129 Washington Pl, New York, NY 10014, USA', 'longitude': -74.00178}"
909,"{'latitude': 40.7392379, 'formatted_address': '115 W 16th St, New York, NY 10011, USA', 'longitude': -73.99663869999999}"
910,"{'latitude': 40.7298664, 'formatted_address': '162 2nd Ave, New York, NY 10003, USA', 'longitude': -73.9864281}"
911,"{'latitude': 40.7368197, 'formatted_address': '31 Union Square W, New York, NY 10003, USA', 'longitude': -73.9911133}"
912,"{'latitude': 40.7328869, 'formatted_address': '20 5th Ave, New York, NY 10011, USA', 'longitude': -73.9964621}"
913,"{'latitude': 40.7364064, 'formatted_address': '237 E 20th St, New York, NY 10003, USA', 'longitude': -73.98275629999999}"
914,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
915,"{'latitude': 40.74406, 'formatted_address': '208 W 23rd St, New York, NY 10011, USA', 'longitude': -73.9964368}"
916,"{'latitude': 40.72100349999999, 'formatted_address': '400 Cleveland Pl, New York, NY 10012, USA', 'longitude': -73.9970548}"
917,"{'latitude': 40.7347155, 'formatted_address': '120 University Pl, New York, NY 10003, USA', 'longitude': -73.9923483}"
918,"{'latitude': 40.737849, 'formatted_address': '103 W 14th St, New York, NY 10011, USA', 'longitude': -73.9971896}"
919,"{'latitude': 40.764997, 'formatted_address': '39 W 58th St, New York, NY 10019, USA', 'longitude': -73.97573799999999}"
920,"{'latitude': 40.7066745, 'formatted_address': '100 Maiden Ln, New York, NY 10038, USA', 'longitude': -74.0071976}"
921,"{'latitude': 40.7541124, 'formatted_address': '760 Third Ave, New York, NY 10017, USA', 'longitude': -73.9722656}"
922,"{'latitude': 40.734139, 'formatted_address': '716 Greenwich St, New York, NY 10014, USA', 'longitude': -74.0074092}"
923,"{'latitude': 40.7334085, 'formatted_address': '51 W 8th St, New York, NY 10011, USA', 'longitude': -73.9986428}"
